id,Q,A
51152,부동산에서 말로는 대출이 쉬워져서 너도나도 대출해서 전세로 간다 해서 그렇단 말도 있고 키키,점점 먼가 더 힘들어 지는 기분;
51153,부동산에서 말로는 대출이 쉬워져서 너도나도 대출해서 전세로 간다 해서 그렇단 말도 있고 키키,집은 많아지는데 왜; 이런 거지;1 : 일본 아프간 문제로 국제 관계에서 완전 나가리 됐더라 키키
51154,부동산에서 말로는 대출이 쉬워져서 너도나도 대출해서 전세로 간다 해서 그렇단 말도 있고 키키,일본? 아프간 난민 문제는 뉴스로 봤는데...
51156,아프간 터지고 각 나라에서 자국민들이랑 각 대사관에서 일한 아프간 협력자들 구출 작전을 펼치는데 일본 때문에 작전 노출돼서 인명피해 더 늘어나고 일본은 자국민도 구출 못함 키키,자국민도? 무슨 일이야;
51157,아프간 터지고 각 나라에서 자국민들이랑 각 대사관에서 일한 아프간 협력자들 구출 작전을 펼치는데 일본 때문에 작전 노출돼서 인명피해 더 늘어나고 일본은 자국민도 구출 못함 키키,요즘 아프간 뉴스 보면 진짜 무섭더라;
51158,아프간 터지고 각 나라에서 자국민들이랑 각 대사관에서 일한 아프간 협력자들 구출 작전을 펼치는데 일본 때문에 작전 노출돼서 인명피해 더 늘어나고 일본은 자국민도 구출 못함 키키,근데 어쩌다 그렇게 된 거야;
51167,키키 우리나라도 예전 정부였으면 아찔했지 키키,그럼 아프간에서 자국민 보호에 실패한 나라는 일본뿐인 거야?
51168,"다른 나라도 100% 다 구출했다고 얘기는 못하지만 일본은 아프간 협력자 0명, 공항으로 알아서 어떻게 찾아온 일본인 1명 제외 없어",뭐야... 공항으로 알아서 찾아가야 해?
51169,"다른 나라도 100% 다 구출했다고 얘기는 못하지만 일본은 아프간 협력자 0명, 공항으로 알아서 어떻게 찾아온 일본인 1명 제외 없어",그거 너무 위험하고 어려운 거 아냐?
51191,진짜 8월 한 달은 계획대로 되는 게 없는 한 달 이었다 키키,키키 요즘에는 먼가 계획대로 하기가 힘들어;;
51194,진짜 화나는데 이해해줘야 하는 상황이니까 키키 필라테스 키키,필라테스 진짜 아닌 거 같으면서 무지 힘들지~
51199,안 하다가 오랜만에 하면 또 처음처럼 아프니까,맞어 키키 빠지지 말고 계속 쭉 나가. 아니면 나중에 나처럼 다 못 가게 됨 키키
51259,아직 잘 모르겠지만 이사가 힘들어서 계약 연장 하려는 생각도 있고 월세가 많이 나가서 고민 중이야!,이사도 힘들고 월세도 힘들고 ㅜ.ㅜ 자취러들 화이팅... 이래서 내 집 마련 내 집 마련 그랬나 봐
51317,언니 하하 다행이다 나는 어제 언니랑 통화하고 잤어!,연애 결혼 둘 다 포기 키키 공부한다고 마음 먹고나니까 더 힘들겠다 싶더라 하하
51335,나 어제 자몽이 체중 조절용 사료 샀거든 그리고 간식도 사고 키키 살을 빼겠다는 건지 말겠다는 건지 ㅠㅠ,다이어트는... 개나 사람이나 다 힘들구먼
51338,맞아 ㅠㅠ 화장해서 스톤으로 만들기도하더라구 흑흑,맞아! 슬프지만 뭔가 동물에 대한 사랑과 관심이 확대되고 있는 것 같아서 좋은 것 같아 이런 변화는 하하1 : 언니 하하 이번 여름엔 야외 활동을 거의 못 한 것 같아 ㅠㅠ
51384,언니 난 여름이 지나가서 너무 좋아 ㅠㅠ,하하 나는 좋긴 한데 아침이 너무 깜깜해서 아침에 일어나기 힘들어졌어 ㅠㅠ
51391,맞아 맞아 언니 진짜 바다에 마스크 버리고 가는 사람들 때문에 동물들이 힘들대 ㅠㅠ,맞아 ㅠㅠ 그리고 야생 동물한테 걸려서 마스크 선 잘라서 버려야 된다고 그러던데 그게 잘 안되더라... 맨날 까먹어
51508,나도 토익 스터디도 나가고 했던 거 같은데 키키 영 키키 점수 안 나더라 키키,딱히 필요가 없어서 그렇지 점수 필요한 애들은 너무 어렵고 힘들겠더라
51560,나는 가을이 너무 싫어 쓸쓸한 느낌이야,그래? 나는 너무 좋아 여름이 너무 힘들어서
51569,백신 맞고 생리량이 겁나 많아지고 주기가 짧아졌는데 그게 화이자 백신 부작용에 포함되나 봐,나는 기분이 이상한 게 보통 아프면 기분이 나쁘거나 그런데 기분은 멀쩡하고 몸은 아프니깐 생소하더라
51584,그래 나이 먹을 수록 다이어트 진짜 힘들다,예전엔 하루 이틀 굶으면 바로 배가 쏙 들어갔는데
51587,나는 고통에 약해서.. 피부 시술 너무 아프잖아,예뻐지려면 고통은 감수해야지
51589,맞아 마스크 때문에 트러블 진짜 짜증나,외모도 스펙인 시대다보니 관리하는 거 힘들다
51598,레진 말하는 거지? 그거는 보험 적용되는 건 싼데 안 되는 건 개당 8만원 정도 해,나 한 네 개 되는데 32만원도 요즘은 힘들다1 : 그나저나 쇼핑몰에서 산 구두는 언제 오려나
51637,결혼해도 집 매매로 해서 들어갈 거 생각하면 너무 머리아파 ㅠㅠ,아 정말 요새는 그게 문제야 집 전세도 애매하고 전세 값도 장난 아니고 참 요즘 신혼부부들도 그렇고 내 집 마련하기 참 힘들어 ㅠ.ㅠ
51653,그치 ㅠ 스펙이 별로 안 쌓이는 느낌이라 재취업이 힘들까 봐 또 걱정 됐구,진짜 그래서 많이 이직한 것 같아 사람들이 ㅠ
51654,요즘 일하다가 힘들면 한번씩 그때 생각나고 그래 키키,맞아 그래도 그때가 좋았어 아직도 일하는 사람도 있어 키키
51662,귀신 잡는 해병대라고 하잖아 키키 많이 힘드셨을 거 같은데,맞아 키키 그 당시에 많이 힘들었어
51669,아 아이엘츠! 영어는 토익만 있는 줄 알았는데 그 외에도 뭐 많더라 시험이나 자격증,엄청 많더라구 와 공부를 안 하다가 하려니 정말 힘들었어 키키 아이엘츠는 영어 말하기.듣기.쓰기.문제푸는 일종의 시험이어서 ㅠㅠ
51670,준비하기 힘들겠다,응 계속 거의 문장을 통째로 외우다시피 했어 키키 언니두 일본어 공부한다고 힘들지
51697,내 친구는 고양이 키우는데 고양이 아파서 전재산 탕진했대 ㅠ,허거걱 ㅠㅠ 진짜 마음도 아프고 힘들겠다 ㅠㅠ 안 아파야 될 텐데...
51743,국내 정치에 크게 관심은 없었지만 이번엔 관심을 가지고 투표해야겠어,그래 맞아 더 우리의 한 표가 소중해지는 시기인 만큼 잘 투표를 해서 우리 나라를 잘 이끌어 나갔음 좋겠다1 : 나라의 지도자를 잘 뽑는 건 중요한 거 같아 아프간 봤어? 이번에
51746,비행기 날개에 매달려서 탈출하다 죽었다는 어린 형제 소식은 넘 맘 아프더라,헉 진짜 너무 맘 아픈 얘기가 많아서 이제 그 관련기사는 안 봤는데 그런 일이 있었다니 ㅠㅠ
51749,난민 수용 관련해서도 세계적으로 문제야,맞아. 우리나라에서도 아프간 난민을 몇 백 명 수용했지만 찬반 여론이 만만치 않아...
51807,이름만 들어도 맛있을 듯,헐 자영업자들 넘 힘들겠다 ㅠㅠ
51814,기분 전환되고 좋을 듯,벽지는 바르기 힘들 것 같은데 ㅠ 장판은 해볼 만할 듯? 키키
51816,힘들어서 잡생각도 없어질 듯,너무 힘들 것 같은데 키키
51817,힘들어서 잡생각도 없어질 듯,천장 할라면 팔 빠지는 거 아니가 ㄷㄷ
51889,"어어 우리 엄마 맞았는데, 맞고 그날 새벽에 엄청 아프더노",우리 엄마도 아파하셨음
51890,"어어 우리 엄마 맞았는데, 맞고 그날 새벽에 엄청 아프더노",맞고 나서도 좀 어지러웠다 하시던데
51911,근데 막상 키우면 똥 오줌 냄새 때문에 힘들 듯...,그니까 고영이 똥이 그렇게 냄시가 지독하다며 ㄷㄷ
51915,진심 심장 아프더라,심쿵스 진짜 귀엽겠다 ㅠㅠ
51916,진심 심장 아프더라,닌 유튜브서 보는 고양이 있나?
51924,내 올초에 팔용산은 가봤는데 체력 거지라 힘들더라고...,아니아니 키키 절대 안 쉬움
51925,내 올초에 팔용산은 가봤는데 체력 거지라 힘들더라고...,어렸을 때도 겁나 힘들었음
51926,내 올초에 팔용산은 가봤는데 체력 거지라 힘들더라고...,무학산이 팔용산보다 더 높을 건데
52002,그때 산짐승들 많이 죽어나갔지 ㅜㅜ,ㅠㅠ 애들 손에 화상 입고 막 진짜 마음 아프던데 ㅠㅠ
52009,다이어트 넘나 고통스러운 것 ㅠㅠ,다이어트는 진짜 평생의 이루고 싶은 과제일 듯 ㅠㅠ
52010,다이어트 넘나 고통스러운 것 ㅠㅠ,한 70살쯤 되면 포기가 될까?
52031,우리 집 아파트는 계단이 균일하지 않아서 계단 오르기 무릎에 무리 가더라 ㅠㅠ,계단 오르기 하는 것도 제대로 된 방법이 있어서 그렇게 하니까 조금이라도 덜 아프던데 흠...
52091,참외요 수박은 좋아하나요,수박 좋아하죠 껍데기 처리하는 거만 힘들죠
52213,너무 애들을 풀어줘서 그래요,와... 얼마나 힘들었으면 172cm에 40kg...
52294,근데 승용차 타다가 타면 운전 힘들지 않을까?,거의 차이가 없을껄 저번에 렌터카 보니 차이 없었어
52389,추운 게 너무 싫어 힝...,난 더위가 너무 힘들던데 ㅎ
52547,아직은 홍보하는 단계랄까,처음이 제일 힘들잖아 ㅠㅠ
52648,진짜 지금 아프간은 혼돈 그 자체네... 영화나 만화 같다,그니까... 현재 북한보다 더 위험한 국가가 됐어...
52649,진짜 지금 아프간은 혼돈 그 자체네... 영화나 만화 같다,언제 어떻게 불똥이 튈지 두렵네
52651,안타깝다,타국으로 이민 가신 분들도 진짜 많이 힘들 거야...
52673,음... 스트레칭? 무릎 관절 강화 운동은 잘 모르겠네 키키,스트레칭 하면 무릎 아프던데...
52676,그 정도면 병원 가봐야 하는 거 아니야? 검사 받아봐,아니 내가 아프다는데 ㅠㅠ
52683,큰일이네... 이게 하나가 힘들어 지니까 모든 게 휘청하네,안 그래도 코로나 때문에 경제가 휘청이는데...
52684,큰일이네... 이게 하나가 힘들어 지니까 모든 게 휘청하네,과일 하나 채소 하나 사 먹기도 힘드냐...
52685,이번에 우리 회사도 경기가 안 좋아서 명절 상여금 안 나온다고 하더라,얼마나 힘들면 회사에서 명절 상여금도 안주냐...
52735,맞재 청약이 답인 거 같은데 그게 아무나 되냐고,청약될 확률이 로또라던데 ㅠㅠ 슬프다 정말
52744,일단 그렇게 한다고는 했는데 키키 이미 1일에 다 끝났지,차 타고 내려오는 건 힘들겠지?
52766,아 진짜? 키키 못 간 거긴 한데 키키 어땠을까 싶다 키키,잘했을 거 같긴 한데… 힘들 거 같으니까 잘 안 간거라 생각해 키키
52768,맞재 키키 근데 좋아졌다고 해도 막상 간 사람들은 싫어하더라,키키 아 그래? 힘들긴 하겠지?
52795,나는 이제 나 혼자서 다 결정해야 하니까 어렵다 ㅜㅜ,혼자라서 그런 건 힘들긴 하겠다 진짜루1 : 너 결혼식한 지가 엊그제 같은데 벌써 육아 중이라니
52797,그러니까 키키 육아 많이 힘들재,응… 정말 힘들어 낳을 거면 한 살이라도 어릴 때 빨리 낳아 키키
52812,육아랑 똑같진 않곘지만 비슷,어휴 많이 힘들겠다 너도 ㅠㅠ 그래도 귀엽던데
52813,늦은 시간에 짖으면 주변 집에 민폐니까 진짜 내 다리 후달릴 때까지 뛴다,아이구 ㅠㅠ 진짜 힘들겠다 ㅠㅠ
52829,글램핑은 거기 이미 텐트 같은 게 다 쳐져 있고 넌 먹을 거랑 몸만 가면 되는 거,그건 좀 힘들겠다 ㅠㅠ1 : 너는 좋아하는 게임 종류 있어?
52857,응 그렇지 ㅜㅜ 눈도 너무 많이 와서 이젠 무섭다,아 여긴 눈 보기가 힘들어서 ㅠㅜ 난 눈이 보고 싶다
52864,"보통 1차는 안 아프다 하던데, 나는 1차도 열나고 아팠어",아이구 ㅠㅠ 2차가 더 아프다 하던데 맞기 무섭겠다
52865,응... 진짜 벌써부터 무섭다 ㅜㅜ 살아남아야지,ㅠㅠ 약 잘 챙겨 놓고 ㅠㅠ 아프면 바로 먹어야 해 ㅠㅠ
52885,나는 단백질 많이 챙겨 먹고 탄수화물 줄여서 뺐었는데 ㅜㅜ 힘들더라,너 많이 뺐잖아 ㅜㅜ 대단해 정말 ㅠㅠ 탄수화물을 줄여야 하느
52889,다이어트는 모든 사람의 평생 숙제인 걸로 키키,키키 응 그런 의미에서 낼부터 다시 시작할게 키키1 : 니는 어디 수술 받아서 아프거나 그런 데 없지?
52897,키키 너무 아플 거 같아... 아픈 거 무서워,다 아프대... 자연분만도 아프고 제왕절개도 아프고 ㅠㅠ
52898,아휴... 애기를 낳은 건 진짜 축복인 일인데... 후유증이 크네,응 수술 부위도 덥고 땀 나면 간지럽고 아프고 키키 할 짓이 아니네?
52899,아? ㅜㅜ 그래도 동생 만들어 주는 건 어때 키키,음 그건 일단 보류야 힘들어서 키키1 : 니 요즘 주식은 어째 돼 가고 있노
52905,괜히 어디 따라 들어갔다가 물리면 슬프잖아 ㅜㅜ,응 맞아… 일월에 물린 거 나 얼마 전에 탈출했잖아 키키
52907,키키 근데 그 시간이 참 길고 힘들 뿐이지,어 맞아... 수천 번 손절할까 고민했다는
52969,무료할 틈이 없다 즐겨라,요새 회사에서 힘들게 하는 사람 있나?
53001,엄마 아빠는 괜찮았대,아 진짜? 그런 말이 있더라 젊은 사람들만 아프고 나이든 사람은 안 아프다고... 키키
53004,난 약도 먹어서 ㅜ 힘들었다,아 ㅠㅠ 그래 아프니까 난리던데
53005,난 약도 먹어서 ㅜ 힘들었다,오빠도 주사 맞고 시름 시름 앓더라
53006,가족은 아프지 말자,그러니까 내 사람들은 평생 건강했음 좋겠다 ㅠㅠ
53007,내가 사랑하는 사람은 다 건강해야 함,맞아 ㅠㅠ 아프면 진짜 마음이 찢어진다1 : 너 결혼식 때 진짜 이뻤는데! 벌써 꽤 시간 지났네
53025,동물들도 아프면 안 돼 ㅜㅜ,맞아 ㅠㅠ 아프면 안 돼 ㅠㅠ
53026,동물들도 아프면 안 돼 ㅜㅜ,근데 그 피부병이 사람한테도 옮는데
53164,근처에 공원 있는 곳이면 빌라든 주택이든 다 좋을 거 같애,그건 맞아 키키 멀리 가면 반달이 보기 힘들잖아 ㅠㅠ
53165,ㅜㅜ 반달... ㅜㅜ 반달이 사는 동네도 좋은데 하하,먼 동네야? 아님 가까워?1 : 이번에 추석 기차표 구하는 거 힘들었어 ㅜㅜ
53234,키키 얼마 전에 등산 갔는데 힘들어 죽을 뻔 키키,키키 안 그래도 버디는 신나 보이던데 넌 힘들어 보였어 하하
53290,ㅜㅜ 속상하다... 이제 피부에 트러블 나면 상처가 빨리 안 나아,맞제 아니 여드름도 자꾸 나는데 나고 힘들어 ㅠㅠ
53293,ㅜㅜ 피부가 숨을 못 쉬니까... 트러블이 나지 자꾸 ㅜㅜ,슬프다 진짜... 아니 마스크 언제 벗냐구요 ㅠㅠ
53327,만화책으로 보기 힘들었어 키키,키키 그럴 수 있지 키키 근데 원피스는 애니도 보긴 해
53370,어떤 거? 뭘 더 쌓아야 하지 ?,지금 이력으로는 더 좋은 곳 힘들 거야
53389,나두 그랭 하하 운전 면허 딴 게 다야,운전면허 따는데 힘들지 않았어?
53421,웅 오빠 근데 진짜 잘 뛰더라 키키 안 힘들어?,힘든데 계속하면 이게 늘더라고 너도 요즘 체력 늘었지?
53454,아니 발이 닿냐고 엑셀에 키키 너무 놀람,뭘로 누른 거지? 힘들겠는데?
53509,기안84 봤지? 와 만화가는 난 못하겠더라,힘들긴 한데 그만큼 터지면 많이 벌어 ㅜㅜ1 : 갑자기 또 날이  더워져서 입맛이 없어 오늘
53530,평생 시골에만 살아서,"이 부동산 가격으론 도저히 도시로 가기 힘들 것 같음,1 : 요즘 자동차 겁나 사고 싶음 나만 없는 듯"
53546,아 진짜 요즘 슬슬 취업하는 애들 많이 생기니까 지금까지 뭐했나 후회도 되고 초조함,"나도 진작 스펙 좀 쌓아 놀걸 맨날 놀고 먹기만 한 듯., ㅠㅠ 슬프다"
53552,군대 엄청 힘들겠찌,군대 간 친구들 말 들어보면 군대 생활 장난 아니래...
53553,군대 엄청 힘들겠찌,난 못 해 ㅠ
53556,걍 오면 조금이라도 더 챙겨 주고 하는 거지,맞어 육군이 힘드네 해군이 힘드네 이런 거 다 필요 없어 다 힘들어 다
53559,그것도 맞아 군대 생활 엄청 힘들 텐데 괜히 밖에서 나까지 힘들게 하면 진짜 몹쓸 짓,"ㅇㅈㅇㅈ 다들 어린 나이에 대단해,"
53611,근데 차박이 뭔지 정확히 모름,근데 그거도 손 많이 가더라 텐트 연결하려면 ㅠㅠ 힘들어
53652,맞아 요즘 국내 정치도 정치인데 국외 정치도 난리잖아,그니까 뉴스 틀면 많이 나오는 거 같던데1 : 미국 정권 교체도 올해 있던 일이고 아프칸 일도 그렇고
53655,맞아... 나는  진짜 아프칸 일 보고 충격 많이 받음,21세기 같은 시대에 일어나는 게 말이 안 되는 것 같어...
53660,엄청 무서울 것 같아,맞아 아프게 죽기 싫은데… 너무 무서울 듯
53671,키키 웃기네 진짜 우리 8살 때 만났는데 언제 이렇게 됐냐,한 살 한 살 먹어 가는 신체가 달라지네... 슬프다
53885,오 좀 으른 같고 그런데?,으디 가면 나부다 어린애들 천지삐까리야1 : 그런데 요즘은 국내 정치보다 국외 정치가 더 많이 들려와 아프칸 같은 곳
53886,오 좀 으른 같고 그런데?,아프간에서 좀 어떤 상황인지 인지는 하고 있어?
53892,뭔가 지금의 대한민국을 살고 있는 나로서는 상상이 안 돼,미국의 국방부도 테러하고 그래서 미국이 엄청 화나서 바로 아프간에 군대 이끌고 들어갔지
53893,지금 시대에 이런 일이 있는 게,그래서 아프가니스탄으로 들어간 미국이 그때 당시 오사마 빈라덴이라고 있엇는데 얘가 is에서 911 테러 주동자였는데 잡혀서 죽었어
53894,지금 시대에 이런 일이 있는 게,그러고선 미국이 아프간에 자유 정부를 설립하고 is를 몰아낸다는 취지로 계속해서 주둔하고 있었거든
53895,오 내가 알아본 것보다 훨씬 더 잘 설명해 주는데?,그러면서 아프간에 미군을 돕는 정부가 들어서고 미군의 전폭적인 지원을 받으며 군대도 육성하고 있었는데
53899,맞아 여자는 완전 제외시킨 세상이 옳다고 생각하는 것 같던데,근데 미국 지원으로 성장한 아프간 군인들은 정작 탈레반이든 is든 간에 싸우기 싫어하고 그냥 탱자탱자였나 봐
53917,엄청 힘들 거 같은데 그래도 국가 지키는 건데 남녀가 어딨나 싶기도 하고,근데 오빤 넝담이었는데 요즘엔 진짜 사람들이 생각하는 게 좀 많이 변하는 거 같드라구...
53918,엄청 힘들 거 같은데 그래도 국가 지키는 건데 남녀가 어딨나 싶기도 하고,여자들도 꼭 전투병과 말고도 후방 지원 병과에서 충분히 할 수 있는 거 아니냐고 하든데 막 사람들이...
53961,우선 나는 못해.,힘들지만 한 번 뜨면 엄청난 부와 명예가 따라오긴 하니깐 키키
54004,응 근데 택시가 잘 안 잡히는 동네니까 눈치껏 일찍 들어가야 돼 나참  키키,아 그 동네는 그런 게 좀 힘들구나
54016,요즘 직장 잡기가 어려워서 그렇지 뭐 ㅠ,맞아... 또 새로운 데 구해서 적응하고 그러기 힘들어 이제는 ...
54025,키키 이번에 아프간에서 탈출시키는 거 걔네는 실패했대,그건 또 무슨 얘기야 ?
54026,키키 이번에 아프간에서 탈출시키는 거 걔네는 실패했대,별걸 다 아는 구만 ? 키키
54027,아프간 난민들 싣고 데리고 오기로 했는데 걔네 군용기가 실패를 했어,어머머 우리도 군대가 가서 데리고 온 거야?
54099,그래 그거 진짜 팔 아프대 대롱대롱 매달려서,그래서 살 빼고 해야 한다는 거야 키키
54100,그래 그거 진짜 팔 아프대 대롱대롱 매달려서,내 팔이 내 무게 감당을 못할 테니 말야 푸하하하
54126,그건 이름조차 생소하다 키키,하 슬프다
54187,어이없네 고통을 감수하고 받았는데,내 몸에서 갑자기 지방이 나가면 다시 채울라고 한대
54188,어이없네 고통을 감수하고 받았는데,그래서 살은 천천히 오래 빼야 한다고 하자나
54205,보험 들어 놓으면 잘 안 아프다는 말도 있어,내 보험은 나중에 뭐 탈 수 있는 것도 없는 거라 좀 아까워
54261,그렇구나~ 힘들겠다 계란 엄청 맛있는데...,난 계란 생각하면 괴로워 ㅠㅠ1 : 요즘 층간소음 때문에 난리라던데 경험해 본 적 있어?
54262,그렇구나~ 힘들겠다 계란 엄청 맛있는데...,응! 난 원룸 사는데 옆집이 엄청 시끄러워...
54263,그렇구나~ 힘들겠다 계란 엄청 맛있는데...,옆집 아저씨 방귀 소리도 들려...
54398,그러니까... 원인을 알고 가해자들이 처벌 받아도 힘들어 하실 거 같아...,그렇지... 청원 넣은 거라도 잘 됐으면 좋겠다 ㅜㅜ
54416,간지러워서 잠을 못 자... 팔 다리 접히는 쪽이 유독 심해,어떡하니 ㅜㅜ 고통스럽겠다
54492,그니까 야식 평소에 뭐 자주 시켜 먹어?,근데 너무 힘들 거 같지 않아?
54524,나 봤지 진짜 군대 힘들겠던데....,왜 어때?
54525,나 봤지 진짜 군대 힘들겠던데....,내용은 재밌어?
54528,난 체력 없어서 힘들 것 같던데 키키,헐 아니 군대는 힘들 것 같고 DP? 그거 !
54529,난 체력 없어서 힘들 것 같던데 키키,나 돌 맞을 거야
54531,그래도 복무 기간 많이 줄어서 다행이다...,덥고 추운데 훈련 받는 거 상상만 해도 힘들다
54532,통일이 빨리 돼야 할 텐데 ...,와우 처음 안 사실 진짜 힘들겠다 ...
54547,고딩 때로 돌아가고 싶다 ㅜㅜ,진짜 그건 그래 힘들긴 해도 재밌었는데1 : 너 외동이지!
54615,키키 맞다 그리고 옷 입기도 힘들고,와 인정 뭐 입어야 할지 모르겠다 더워서
54621,맞다 요즘 뭐가 이슈인지 모르니까 사람들이랑 대화하기가 힘들더라 ㅜㅜ,이래서 뉴스를 자주 봐야 하는가 ...
54622,맞다 요즘 뭐가 이슈인지 모르니까 사람들이랑 대화하기가 힘들더라 ㅜㅜ,아직은 갈 길이 머네 ㅠㅠ
54626,투표하러 갈 거지?,우리도 투표권이 있으니까 하하1 : 이번에 아프가니스탄 뉴스 봤냐
54813,가뜩이나 코로나로 힘들 텐데 피눈물,불로 70대 상인이 쓰러져서 병원으로 옮겨졌어요
54897,원룸 말고 투룸은 안돼?!,투룸? 방 두 개나 해서 뭐하게~ 청소하기나 힘들지
54925,땅개라니 키키 오 하하 군대 생활은 어땠어?,아빠 군대 때는~ 힘들었지~ 시간도 길고 많이 맞기도 하고
54929,웅웅 키키 근데 내 친구는 요즘 휴가 못 나와 ㅠㅜ,아이고 그것도 힘들겠네~
54935,아빠 군대 어떻게 다녔어,아빠 힘들었지~ 다시는 안 가고 싶다 군대~
54942,중학생이랑 고등학생 가르쳐 하하,고등학생은 가르치기 힘들지 않겠어~?
54978,아빠가 강아지 못 키우게 하잖아요,왜 키우려고? 물고기는 관리가 힘들대
54982,유기견 보호소애서 데려오는 거 어때,유기견? 아프고 막 그런 거 아니여?
55048,이제 1차 맞았지 ㅠㅠ 2차는 아직... 아빠는?,근데 하나도 안 아프네?
55049,2차가 엄청 아프다던데? 괜찮았어?,아빠는 하나도 안 아프네~하하
55050,2차가 엄청 아프다던데? 괜찮았어?,우리 딸도 얼른 2차 맞아야 하는데~
55121,아 맞아 키키 니 매운 거 못 먹어서 그렇겠다 키키 나는 그때그때 다르다 오늘은 짜장이 땡기네,응응 서울 취업 때문에 집 구하기 힘들었다ㅜㅜ
55137,맞다 키키 그래서 늦었을 때나 차 막힐 시간엔 지하철이 좋더라,키키 왜 사장님이 힘들게 하나유 키키
55149,맞제ㅠㅠ 근데 걔는 군대 생활이 많이 힘든 거 같더라고 애가 말은 안 하는데 괴롭힘도 조금 있는 거 같고 그렇대,헉…나 요즘 넷플릭스에 dp라는 드라마 보는데 거기도 군대 내 괴롭힘 때문에 탈영하고 그런 내용 나오던데ㅜㅜ
55169,맞아 키키 유난이라면서 그러긴 하더라고... 그래서 그냥 여행 가서 맛있는 거 먹고 그렇게 하려고 저번에 아빠 환갑도 그렇게 했었거든,나도 좀 있으면 우리 아빠 환갑인데 뭐할지 고민이 되네ㅜㅜ 우리 동생들은 다 멀리 있어서 다 모이긴 힘들 것 같구ㅜ
55191,아 내 말이... 솔직히 그거 관리 제대로 안 하면 고스란히 친구가 다 관리해야 하는데ㅠ 벌써부터 골 아프지 않나,으응 본인이 뭐 싹 다 한다고 해도 나는 고민 될 것 같은데...그리고 아기 낳고 나면 더 필요 없을 텐데
55197,그니까 키키 나도 저번에 엄마 따라 동네 뒷산 가는데 만만하게 봤다가 큰 코 다쳤다 키키 온 몸이 아프더라,키키 등산 내려올 때만 조심하면 괜찮을 것 같은데 시작은 산책 코스 같은 곳부텈 키키
55260,헐... 보험은 어릴 때 드는 게 무조건 좋은데ㅠㅠ 아이고야ㅠㅠ 지금 들면 보험비도 비싸고 잘 안 들어 주려고 한다던데,그니까ㅜㅜ그리고 손목이 계속 아프니까 1-2개월 참다가 못 참겠어서 병원 가고...그게 반복이라 실비 못 들고 있는 거 보니 안타깝더라
55264,그니까 오히려 보세가 더 비싼 느낌이다...,맞제…근데 옷도 진짜 쇼핑몰 마다 가격이 다 달라서 돌아보기 힘들어 죽긋다
55295,좋아! 그날 보자 하하,그거 힘들지 않아?
55296,난 걸어 다니는 거 좋아해서 그냥 한다고 했는데 ㅠㅠ,왜 생각보다 힘들어?
55298,그게 너무 힘들어 ㅠㅠ 엘레베이터가 너무 무서워,키키 그게 왜 무서워 바보야
55304,나 신촌에서 알바 끝나고 집까지 걸어와 키키,헐 키키 힘들지 않아? 알바 끝나고 걸어오면?
55309,이상하게 뛰니까 종아리 앞쪽이 엄청 아프더라고 ㅠㅠ,헐ㅠㅠ 그럴 때는 뛰면 안 되지
55346,웅 ㅠㅠ 그런데 애 때문에 이혼 안 하면 평생 힘들잖아 ㅠㅠ,아빠 없는 아이로 만들기 싫으신 거지 그래도 ㅠㅠ
55438,그러니까 ㅠㅠ 버티기 힘들 텐데,애초에 콘셉트 자체가 그렇게 잡힌 듯... ㅠㅠ 약간 무시 받는
55565,그리고 아프간 여성들이 교육과 취업 기회 등을 요구하는 시위를 했는데 여성 시위대를 향해서 최루탄을 쏘고 공포탄을 발사했대.,여성 인권 존중하겠다고 한지가 언젠데... 뭐야
55622,아 그래? 그건 몰랐는데 키키 좋은 제도네,그래 나이 들면 집 하나 유지하기도 되게 힘들대
55623,맞아 자기가 직접 쓸고 닦고 하려면 힘들지,응 우리 부모님도 그래서 집을 줄여야겠대
55737,이번에 아프간 보면서 우리는 참 행복하게 살고 있단 걸 느꼈어,맞아 불행한 사람들이랑 비교하면 안 되는데 그건 정말 그래
55738,아프간은 지금 10살 이상 여자들 교육이 아예 금지래,와 대학만 못 가는 게 아니라 10살 이상은 다 금지래?
55798,그렇구나 아무래도 월세는 좀 힘들지?,응 진짜 좀 뺏기는 느낌이더라고 월세는
55842,그래? 내 사촌 동생은 혼자 사니까 힘들다던데,나는 가족들이랑 좀 떨어져 지내니까 사이가 더 좋아졌어
55968,ㅠㅠ 이게 조금만 탄산이 있어도 목이 너무 아프네,아 슬프네 ㅠㅠ 맥주 맛을 모르다니 ㅠㅠ 그 목 넘김이 얼마나 좋은데
55973,내 말이 키키 이쁜 집들은 일단 짐이 다 적은 거 같아 키키,어 맞아 짐이 많으면 꾸미려고 해도 그게 힘들어 아니면 집이 넓던가 키키
55989,아무리 스펙 많이 있어도... 채용 인원 자체가 적은가 봐 ㅜㅜ 에휴,힘들겠다 ㅠㅠ 이래서 다들 공무원 시험 치는 것인가
55990,그러게 ㅜㅜ 직장 생활 하고 싶어도 못 하는 게 좀 힘들겠다,그렇지 ㅠㅠ 구래도 우리는 다행이여ㅜ 직장 다니고 있고
56015,아 진짜로? 키키 가족 호칭이 은근히 어려운 거 같다 ㅜㅜ,어... 호칭 어려워… 결혼하고 나니 더 힘들다 호칭 ㅠ
